student_id,class_id,date,status
ST1193,C12B,2026-06-02,present
ST1194,C12B,2026-06-02,present
ST1195,C12B,2026-06-02,present
ST1196,C12B,2026-06-02,absent
ST1197,C12B,2026-06-02,absent
ST1198,C12B,2026-06-02,present
ST1199,C12B,2026-06-02,present
ST1200,C12B,2026-06-02,absent
ST0001,C1A,2026-06-03,present
ST0002,C1A,2026-06-03,present
ST0003,C1A,2026-06-03,absent
ST0004,C1A,2026-06-03,absent
ST0005,C1A,2026-06-03,present
ST0006,C1A,2026-06-03,present
ST0007,C1A,2026-06-03,absent
ST0008,C1A,2026-06-03,absent
ST0009,C1A,2026-06-03,absent
ST0010,C1A,2026-06-03,present
ST0011,C1A,2026-06-03,present
ST0012,C1A,2026-06-03,absent
ST0013,C1A,2026-06-03,present
ST0014,C1A,2026-06-03,present
ST0015,C1A,2026-06-03,absent
ST0016,C1A,2026-06-03,present
ST0017,C1A,2026-06-03,absent
ST0018,C1A,2026-06-03,present
ST0019,C1A,2026-06-03,absent
ST0020,C1A,2026-06-03,absent
ST0021,C1A,2026-06-03,present
ST0022,C1A,2026-06-03,present
ST0023,C1A,2026-06-03,present
ST0024,C1A,2026-06-03,absent
ST0025,C1A,2026-06-03,present
ST0026,C1A,2026-06-03,absent
ST0027,C1A,2026-06-03,absent
ST0028,C1A,2026-06-03,present
ST0029,C1A,2026-06-03,present
ST0030,C1A,2026-06-03,present
ST0031,C1A,2026-06-03,absent
ST0032,C1A,2026-06-03,absent
ST0033,C1A,2026-06-03,present
ST0034,C1A,2026-06-03,absent
ST0035,C1A,2026-06-03,present
ST0036,C1A,2026-06-03,present
ST0037,C1A,2026-06-03,present
ST0038,C1A,2026-06-03,absent
ST0039,C1A,2026-06-03,absent
ST0040,C1A,2026-06-03,present
ST0041,C1A,2026-06-03,present
ST0042,C1A,2026-06-03,present
ST0043,C1A,2026-06-03,absent
ST0044,C1A,2026-06-03,absent
ST0045,C1A,2026-06-03,present
ST0046,C1A,2026-06-03,absent
ST0047,C1A,2026-06-03,absent
ST0048,C1A,2026-06-03,absent
ST0049,C1A,2026-06-03,absent
ST0050,C1A,2026-06-03,absent
ST0051,C1B,2026-06-03,absent
ST0052,C1B,2026-06-03,absent
ST0053,C1B,2026-06-03,present
ST0054,C1B,2026-06-03,present
ST0055,C1B,2026-06-03,absent
ST0056,C1B,2026-06-03,present
ST0057,C1B,2026-06-03,present
ST0058,C1B,2026-06-03,absent
ST0059,C1B,2026-06-03,present
ST0060,C1B,2026-06-03,present
ST0061,C1B,2026-06-03,present
ST0062,C1B,2026-06-03,absent
ST0063,C1B,2026-06-03,present
ST0064,C1B,2026-06-03,absent
ST0065,C1B,2026-06-03,absent
ST0066,C1B,2026-06-03,present
ST0067,C1B,2026-06-03,absent
ST0068,C1B,2026-06-03,present
ST0069,C1B,2026-06-03,present
ST0070,C1B,2026-06-03,present
ST0071,C1B,2026-06-03,absent
ST0072,C1B,2026-06-03,absent
ST0073,C1B,2026-06-03,absent
ST0074,C1B,2026-06-03,absent
ST0075,C1B,2026-06-03,present
ST0076,C1B,2026-06-03,present
ST0077,C1B,2026-06-03,present
ST0078,C1B,2026-06-03,present
ST0079,C1B,2026-06-03,present
ST0080,C1B,2026-06-03,present
ST0081,C1B,2026-06-03,absent
ST0082,C1B,2026-06-03,present
ST0083,C1B,2026-06-03,absent
ST0084,C1B,2026-06-03,absent
ST0085,C1B,2026-06-03,present
ST0086,C1B,2026-06-03,absent
ST0087,C1B,2026-06-03,present
ST0088,C1B,2026-06-03,absent
ST0089,C1B,2026-06-03,present
ST0090,C1B,2026-06-03,present
ST0091,C1B,2026-06-03,present
ST0092,C1B,2026-06-03,absent
ST0093,C1B,2026-06-03,absent
ST0094,C1B,2026-06-03,present
ST0095,C1B,2026-06-03,absent
ST0096,C1B,2026-06-03,absent
ST0097,C1B,2026-06-03,present
ST0098,C1B,2026-06-03,absent
ST0099,C1B,2026-06-03,absent
ST0100,C1B,2026-06-03,absent
ST0101,C2A,2026-06-03,present
ST0102,C2A,2026-06-03,present
ST0103,C2A,2026-06-03,present
ST0104,C2A,2026-06-03,present
ST0105,C2A,2026-06-03,absent
ST0106,C2A,2026-06-03,absent
ST0107,C2A,2026-06-03,present
ST0108,C2A,2026-06-03,present
ST0109,C2A,2026-06-03,absent
ST0110,C2A,2026-06-03,absent
ST0111,C2A,2026-06-03,present
ST0112,C2A,2026-06-03,absent
ST0113,C2A,2026-06-03,absent
ST0114,C2A,2026-06-03,absent
ST0115,C2A,2026-06-03,present
ST0116,C2A,2026-06-03,absent
ST0117,C2A,2026-06-03,absent
ST0118,C2A,2026-06-03,present
ST0119,C2A,2026-06-03,absent
ST0120,C2A,2026-06-03,present
ST0121,C2A,2026-06-03,absent
ST0122,C2A,2026-06-03,absent
ST0123,C2A,2026-06-03,absent
ST0124,C2A,2026-06-03,present
ST0125,C2A,2026-06-03,present
ST0126,C2A,2026-06-03,absent
ST0127,C2A,2026-06-03,present
ST0128,C2A,2026-06-03,present
ST0129,C2A,2026-06-03,present
ST0130,C2A,2026-06-03,absent
ST0131,C2A,2026-06-03,absent
ST0132,C2A,2026-06-03,absent
ST0133,C2A,2026-06-03,absent
ST0134,C2A,2026-06-03,present
ST0135,C2A,2026-06-03,absent
ST0136,C2A,2026-06-03,absent
ST0137,C2A,2026-06-03,present
ST0138,C2A,2026-06-03,present
ST0139,C2A,2026-06-03,absent
ST0140,C2A,2026-06-03,absent
ST0141,C2A,2026-06-03,present
ST0142,C2A,2026-06-03,absent
ST0143,C2A,2026-06-03,absent
ST0144,C2A,2026-06-03,present
ST0145,C2A,2026-06-03,present
ST0146,C2A,2026-06-03,absent
ST0147,C2A,2026-06-03,absent
ST0148,C2A,2026-06-03,present
ST0149,C2A,2026-06-03,present
ST0150,C2A,2026-06-03,present
ST0151,C2B,2026-06-03,absent
ST0152,C2B,2026-06-03,absent
ST0153,C2B,2026-06-03,present
ST0154,C2B,2026-06-03,absent
ST0155,C2B,2026-06-03,present
ST0156,C2B,2026-06-03,present
ST0157,C2B,2026-06-03,present
ST0158,C2B,2026-06-03,present
ST0159,C2B,2026-06-03,present
ST0160,C2B,2026-06-03,absent
ST0161,C2B,2026-06-03,present
ST0162,C2B,2026-06-03,present
ST0163,C2B,2026-06-03,absent
ST0164,C2B,2026-06-03,absent
ST0165,C2B,2026-06-03,absent
ST0166,C2B,2026-06-03,absent
ST0167,C2B,2026-06-03,absent
ST0168,C2B,2026-06-03,absent
ST0169,C2B,2026-06-03,absent
ST0170,C2B,2026-06-03,present
ST0171,C2B,2026-06-03,present
ST0172,C2B,2026-06-03,absent
ST0173,C2B,2026-06-03,present
ST0174,C2B,2026-06-03,absent
ST0175,C2B,2026-06-03,absent
ST0176,C2B,2026-06-03,present
ST0177,C2B,2026-06-03,absent
ST0178,C2B,2026-06-03,absent
ST0179,C2B,2026-06-03,absent
ST0180,C2B,2026-06-03,absent
ST0181,C2B,2026-06-03,absent
ST0182,C2B,2026-06-03,absent
ST0183,C2B,2026-06-03,present
ST0184,C2B,2026-06-03,present
ST0185,C2B,2026-06-03,absent
ST0186,C2B,2026-06-03,present
ST0187,C2B,2026-06-03,present
ST0188,C2B,2026-06-03,present
ST0189,C2B,2026-06-03,absent
ST0190,C2B,2026-06-03,absent
ST0191,C2B,2026-06-03,present
ST0192,C2B,2026-06-03,present
ST0193,C2B,2026-06-03,absent
ST0194,C2B,2026-06-03,present
ST0195,C2B,2026-06-03,present
ST0196,C2B,2026-06-03,present
ST0197,C2B,2026-06-03,absent
ST0198,C2B,2026-06-03,absent
ST0199,C2B,2026-06-03,present
ST0200,C2B,2026-06-03,present
ST0201,C3A,2026-06-03,absent
ST0202,C3A,2026-06-03,absent
ST0203,C3A,2026-06-03,absent
ST0204,C3A,2026-06-03,present
ST0205,C3A,2026-06-03,absent
ST0206,C3A,2026-06-03,absent
ST0207,C3A,2026-06-03,present
ST0208,C3A,2026-06-03,present
ST0209,C3A,2026-06-03,present
ST0210,C3A,2026-06-03,absent
ST0211,C3A,2026-06-03,present
ST0212,C3A,2026-06-03,present
ST0213,C3A,2026-06-03,absent
ST0214,C3A,2026-06-03,absent
ST0215,C3A,2026-06-03,absent
ST0216,C3A,2026-06-03,absent
ST0217,C3A,2026-06-03,present
ST0218,C3A,2026-06-03,absent
ST0219,C3A,2026-06-03,absent
ST0220,C3A,2026-06-03,present
ST0221,C3A,2026-06-03,absent
ST0222,C3A,2026-06-03,absent
ST0223,C3A,2026-06-03,absent
ST0224,C3A,2026-06-03,absent
ST0225,C3A,2026-06-03,present
ST0226,C3A,2026-06-03,absent
ST0227,C3A,2026-06-03,absent
ST0228,C3A,2026-06-03,absent
ST0229,C3A,2026-06-03,absent
ST0230,C3A,2026-06-03,present
ST0231,C3A,2026-06-03,absent
ST0232,C3A,2026-06-03,absent
ST0233,C3A,2026-06-03,absent
ST0234,C3A,2026-06-03,present
ST0235,C3A,2026-06-03,present
ST0236,C3A,2026-06-03,absent
ST0237,C3A,2026-06-03,absent
ST0238,C3A,2026-06-03,present
ST0239,C3A,2026-06-03,absent
ST0240,C3A,2026-06-03,absent
ST0241,C3A,2026-06-03,absent
ST0242,C3A,2026-06-03,absent
ST0243,C3A,2026-06-03,absent
ST0244,C3A,2026-06-03,absent
ST0245,C3A,2026-06-03,absent
ST0246,C3A,2026-06-03,present
ST0247,C3A,2026-06-03,absent
ST0248,C3A,2026-06-03,absent
ST0249,C3A,2026-06-03,absent
ST0250,C3A,2026-06-03,absent
ST0251,C3B,2026-06-03,present
ST0252,C3B,2026-06-03,absent
ST0253,C3B,2026-06-03,absent
ST0254,C3B,2026-06-03,present
ST0255,C3B,2026-06-03,present
ST0256,C3B,2026-06-03,absent
ST0257,C3B,2026-06-03,present
ST0258,C3B,2026-06-03,absent
ST0259,C3B,2026-06-03,present
ST0260,C3B,2026-06-03,present
ST0261,C3B,2026-06-03,present
ST0262,C3B,2026-06-03,present
ST0263,C3B,2026-06-03,present
ST0264,C3B,2026-06-03,present
ST0265,C3B,2026-06-03,present
ST0266,C3B,2026-06-03,present
ST0267,C3B,2026-06-03,absent
ST0268,C3B,2026-06-03,present
ST0269,C3B,2026-06-03,present
ST0270,C3B,2026-06-03,present
ST0271,C3B,2026-06-03,present
ST0272,C3B,2026-06-03,absent
ST0273,C3B,2026-06-03,absent
ST0274,C3B,2026-06-03,absent
ST0275,C3B,2026-06-03,absent
ST0276,C3B,2026-06-03,present
ST0277,C3B,2026-06-03,absent
ST0278,C3B,2026-06-03,present
ST0279,C3B,2026-06-03,absent
ST0280,C3B,2026-06-03,present
ST0281,C3B,2026-06-03,absent
ST0282,C3B,2026-06-03,present
ST0283,C3B,2026-06-03,absent
ST0284,C3B,2026-06-03,absent
ST0285,C3B,2026-06-03,present
ST0286,C3B,2026-06-03,absent
ST0287,C3B,2026-06-03,absent
ST0288,C3B,2026-06-03,absent
ST0289,C3B,2026-06-03,present
ST0290,C3B,2026-06-03,present
ST0291,C3B,2026-06-03,absent
ST0292,C3B,2026-06-03,present
ST0293,C3B,2026-06-03,absent
ST0294,C3B,2026-06-03,present
ST0295,C3B,2026-06-03,present
ST0296,C3B,2026-06-03,present
ST0297,C3B,2026-06-03,absent
ST0298,C3B,2026-06-03,present
ST0299,C3B,2026-06-03,absent
ST0300,C3B,2026-06-03,present
ST0301,C4A,2026-06-03,present
ST0302,C4A,2026-06-03,present
ST0303,C4A,2026-06-03,absent
ST0304,C4A,2026-06-03,absent
ST0305,C4A,2026-06-03,present
ST0306,C4A,2026-06-03,present
ST0307,C4A,2026-06-03,absent
ST0308,C4A,2026-06-03,present
ST0309,C4A,2026-06-03,present
ST0310,C4A,2026-06-03,present
ST0311,C4A,2026-06-03,present
ST0312,C4A,2026-06-03,present
ST0313,C4A,2026-06-03,present
ST0314,C4A,2026-06-03,present
ST0315,C4A,2026-06-03,present
ST0316,C4A,2026-06-03,absent
ST0317,C4A,2026-06-03,present
ST0318,C4A,2026-06-03,absent
ST0319,C4A,2026-06-03,absent
ST0320,C4A,2026-06-03,absent
ST0321,C4A,2026-06-03,present
ST0322,C4A,2026-06-03,absent
ST0323,C4A,2026-06-03,present
ST0324,C4A,2026-06-03,absent
ST0325,C4A,2026-06-03,present
ST0326,C4A,2026-06-03,absent
ST0327,C4A,2026-06-03,present
ST0328,C4A,2026-06-03,present
ST0329,C4A,2026-06-03,absent
ST0330,C4A,2026-06-03,present
ST0331,C4A,2026-06-03,present
ST0332,C4A,2026-06-03,present
ST0333,C4A,2026-06-03,absent
ST0334,C4A,2026-06-03,absent
ST0335,C4A,2026-06-03,present
ST0336,C4A,2026-06-03,absent
ST0337,C4A,2026-06-03,absent
ST0338,C4A,2026-06-03,present
ST0339,C4A,2026-06-03,present
ST0340,C4A,2026-06-03,absent
ST0341,C4A,2026-06-03,absent
ST0342,C4A,2026-06-03,absent
ST0343,C4A,2026-06-03,absent
ST0344,C4A,2026-06-03,absent
ST0345,C4A,2026-06-03,absent
ST0346,C4A,2026-06-03,present
ST0347,C4A,2026-06-03,absent
ST0348,C4A,2026-06-03,absent
ST0349,C4A,2026-06-03,absent
ST0350,C4A,2026-06-03,absent
ST0351,C4B,2026-06-03,present
ST0352,C4B,2026-06-03,present
ST0353,C4B,2026-06-03,absent
ST0354,C4B,2026-06-03,absent
ST0355,C4B,2026-06-03,absent
ST0356,C4B,2026-06-03,present
ST0357,C4B,2026-06-03,absent
ST0358,C4B,2026-06-03,present
ST0359,C4B,2026-06-03,absent
ST0360,C4B,2026-06-03,present
ST0361,C4B,2026-06-03,present
ST0362,C4B,2026-06-03,present
ST0363,C4B,2026-06-03,absent
ST0364,C4B,2026-06-03,present
ST0365,C4B,2026-06-03,present
ST0366,C4B,2026-06-03,present
ST0367,C4B,2026-06-03,absent
ST0368,C4B,2026-06-03,absent
ST0369,C4B,2026-06-03,absent
ST0370,C4B,2026-06-03,present
ST0371,C4B,2026-06-03,absent
ST0372,C4B,2026-06-03,absent
ST0373,C4B,2026-06-03,absent
ST0374,C4B,2026-06-03,absent
ST0375,C4B,2026-06-03,absent
ST0376,C4B,2026-06-03,absent
ST0377,C4B,2026-06-03,absent
ST0378,C4B,2026-06-03,absent
ST0379,C4B,2026-06-03,absent
ST0380,C4B,2026-06-03,absent
ST0381,C4B,2026-06-03,present
ST0382,C4B,2026-06-03,present
ST0383,C4B,2026-06-03,absent
ST0384,C4B,2026-06-03,absent
ST0385,C4B,2026-06-03,present
ST0386,C4B,2026-06-03,present
ST0387,C4B,2026-06-03,absent
ST0388,C4B,2026-06-03,present
ST0389,C4B,2026-06-03,present
ST0390,C4B,2026-06-03,absent
ST0391,C4B,2026-06-03,absent
ST0392,C4B,2026-06-03,absent
ST0393,C4B,2026-06-03,present
ST0394,C4B,2026-06-03,present
ST0395,C4B,2026-06-03,present
ST0396,C4B,2026-06-03,absent
ST0397,C4B,2026-06-03,present
ST0398,C4B,2026-06-03,absent
ST0399,C4B,2026-06-03,absent
ST0400,C4B,2026-06-03,present
ST0401,C5A,2026-06-03,absent
ST0402,C5A,2026-06-03,present
ST0403,C5A,2026-06-03,present
ST0404,C5A,2026-06-03,present
ST0405,C5A,2026-06-03,present
ST0406,C5A,2026-06-03,absent
ST0407,C5A,2026-06-03,present
ST0408,C5A,2026-06-03,present
ST0409,C5A,2026-06-03,absent
ST0410,C5A,2026-06-03,present
ST0411,C5A,2026-06-03,absent
ST0412,C5A,2026-06-03,present
ST0413,C5A,2026-06-03,absent
ST0414,C5A,2026-06-03,absent
ST0415,C5A,2026-06-03,present
ST0416,C5A,2026-06-03,absent
ST0417,C5A,2026-06-03,absent
ST0418,C5A,2026-06-03,absent
ST0419,C5A,2026-06-03,present
ST0420,C5A,2026-06-03,present
ST0421,C5A,2026-06-03,present
ST0422,C5A,2026-06-03,absent
ST0423,C5A,2026-06-03,present
ST0424,C5A,2026-06-03,present
ST0425,C5A,2026-06-03,absent
ST0426,C5A,2026-06-03,present
ST0427,C5A,2026-06-03,present
ST0428,C5A,2026-06-03,present
ST0429,C5A,2026-06-03,present
ST0430,C5A,2026-06-03,absent
ST0431,C5A,2026-06-03,absent
ST0432,C5A,2026-06-03,present
ST0433,C5A,2026-06-03,absent
ST0434,C5A,2026-06-03,present
ST0435,C5A,2026-06-03,present
ST0436,C5A,2026-06-03,absent
ST0437,C5A,2026-06-03,present
ST0438,C5A,2026-06-03,absent
ST0439,C5A,2026-06-03,present
ST0440,C5A,2026-06-03,absent
ST0441,C5A,2026-06-03,present
ST0442,C5A,2026-06-03,absent
ST0443,C5A,2026-06-03,absent
ST0444,C5A,2026-06-03,absent
ST0445,C5A,2026-06-03,present
ST0446,C5A,2026-06-03,absent
ST0447,C5A,2026-06-03,present
ST0448,C5A,2026-06-03,absent
ST0449,C5A,2026-06-03,present
ST0450,C5A,2026-06-03,present
ST0451,C5B,2026-06-03,absent
ST0452,C5B,2026-06-03,present
ST0453,C5B,2026-06-03,present
ST0454,C5B,2026-06-03,present
ST0455,C5B,2026-06-03,absent
ST0456,C5B,2026-06-03,absent
ST0457,C5B,2026-06-03,absent
ST0458,C5B,2026-06-03,present
ST0459,C5B,2026-06-03,absent
ST0460,C5B,2026-06-03,absent
ST0461,C5B,2026-06-03,present
ST0462,C5B,2026-06-03,absent
ST0463,C5B,2026-06-03,present
ST0464,C5B,2026-06-03,present
ST0465,C5B,2026-06-03,absent
ST0466,C5B,2026-06-03,present
ST0467,C5B,2026-06-03,present
ST0468,C5B,2026-06-03,present
ST0469,C5B,2026-06-03,absent
ST0470,C5B,2026-06-03,absent
ST0471,C5B,2026-06-03,absent
ST0472,C5B,2026-06-03,absent
ST0473,C5B,2026-06-03,present
ST0474,C5B,2026-06-03,present
ST0475,C5B,2026-06-03,absent
ST0476,C5B,2026-06-03,absent
ST0477,C5B,2026-06-03,absent
ST0478,C5B,2026-06-03,absent
ST0479,C5B,2026-06-03,present
ST0480,C5B,2026-06-03,absent
ST0481,C5B,2026-06-03,present
ST0482,C5B,2026-06-03,present
ST0483,C5B,2026-06-03,absent
ST0484,C5B,2026-06-03,present
ST0485,C5B,2026-06-03,absent
ST0486,C5B,2026-06-03,present
ST0487,C5B,2026-06-03,present
ST0488,C5B,2026-06-03,present
ST0489,C5B,2026-06-03,present
ST0490,C5B,2026-06-03,absent
ST0491,C5B,2026-06-03,absent
ST0492,C5B,2026-06-03,absent
ST0493,C5B,2026-06-03,absent
ST0494,C5B,2026-06-03,present
ST0495,C5B,2026-06-03,present
ST0496,C5B,2026-06-03,absent
ST0497,C5B,2026-06-03,absent
ST0498,C5B,2026-06-03,present
ST0499,C5B,2026-06-03,absent
ST0500,C5B,2026-06-03,absent
ST0501,C6A,2026-06-03,absent
ST0502,C6A,2026-06-03,absent
ST0503,C6A,2026-06-03,present
ST0504,C6A,2026-06-03,present
ST0505,C6A,2026-06-03,absent
ST0506,C6A,2026-06-03,present
ST0507,C6A,2026-06-03,absent
ST0508,C6A,2026-06-03,absent
ST0509,C6A,2026-06-03,present
ST0510,C6A,2026-06-03,present
ST0511,C6A,2026-06-03,absent
ST0512,C6A,2026-06-03,present
ST0513,C6A,2026-06-03,present
ST0514,C6A,2026-06-03,absent
ST0515,C6A,2026-06-03,present
ST0516,C6A,2026-06-03,present
ST0517,C6A,2026-06-03,present
ST0518,C6A,2026-06-03,present
ST0519,C6A,2026-06-03,absent
ST0520,C6A,2026-06-03,present
ST0521,C6A,2026-06-03,absent
ST0522,C6A,2026-06-03,absent
ST0523,C6A,2026-06-03,present
ST0524,C6A,2026-06-03,present
ST0525,C6A,2026-06-03,absent
ST0526,C6A,2026-06-03,present
ST0527,C6A,2026-06-03,absent
ST0528,C6A,2026-06-03,present
ST0529,C6A,2026-06-03,present
ST0530,C6A,2026-06-03,absent
ST0531,C6A,2026-06-03,present
ST0532,C6A,2026-06-03,absent
ST0533,C6A,2026-06-03,present
ST0534,C6A,2026-06-03,present
ST0535,C6A,2026-06-03,absent
ST0536,C6A,2026-06-03,present
ST0537,C6A,2026-06-03,absent
ST0538,C6A,2026-06-03,absent
ST0539,C6A,2026-06-03,absent
ST0540,C6A,2026-06-03,absent
ST0541,C6A,2026-06-03,present
ST0542,C6A,2026-06-03,absent
ST0543,C6A,2026-06-03,absent
ST0544,C6A,2026-06-03,present
ST0545,C6A,2026-06-03,absent
ST0546,C6A,2026-06-03,present
ST0547,C6A,2026-06-03,present
ST0548,C6A,2026-06-03,present
ST0549,C6A,2026-06-03,present
ST0550,C6A,2026-06-03,absent
ST0551,C6B,2026-06-03,absent
ST0552,C6B,2026-06-03,present
ST0553,C6B,2026-06-03,absent
ST0554,C6B,2026-06-03,absent
ST0555,C6B,2026-06-03,present
ST0556,C6B,2026-06-03,absent
ST0557,C6B,2026-06-03,present
ST0558,C6B,2026-06-03,present
ST0559,C6B,2026-06-03,present
ST0560,C6B,2026-06-03,present
ST0561,C6B,2026-06-03,present
ST0562,C6B,2026-06-03,absent
ST0563,C6B,2026-06-03,present
ST0564,C6B,2026-06-03,present
ST0565,C6B,2026-06-03,absent
ST0566,C6B,2026-06-03,absent
ST0567,C6B,2026-06-03,absent
ST0568,C6B,2026-06-03,absent
ST0569,C6B,2026-06-03,present
ST0570,C6B,2026-06-03,present
ST0571,C6B,2026-06-03,absent
ST0572,C6B,2026-06-03,absent
ST0573,C6B,2026-06-03,absent
ST0574,C6B,2026-06-03,absent
ST0575,C6B,2026-06-03,absent
ST0576,C6B,2026-06-03,present
ST0577,C6B,2026-06-03,absent
ST0578,C6B,2026-06-03,present
ST0579,C6B,2026-06-03,present
ST0580,C6B,2026-06-03,present
ST0581,C6B,2026-06-03,absent
ST0582,C6B,2026-06-03,present
ST0583,C6B,2026-06-03,absent
ST0584,C6B,2026-06-03,present
ST0585,C6B,2026-06-03,present
ST0586,C6B,2026-06-03,present
ST0587,C6B,2026-06-03,present
ST0588,C6B,2026-06-03,absent
ST0589,C6B,2026-06-03,absent
ST0590,C6B,2026-06-03,present
ST0591,C6B,2026-06-03,absent
ST0592,C6B,2026-06-03,present
ST0593,C6B,2026-06-03,absent
ST0594,C6B,2026-06-03,present
ST0595,C6B,2026-06-03,absent
ST0596,C6B,2026-06-03,present
ST0597,C6B,2026-06-03,present
ST0598,C6B,2026-06-03,present
ST0599,C6B,2026-06-03,absent
ST0600,C6B,2026-06-03,absent
ST0601,C7A,2026-06-03,absent
ST0602,C7A,2026-06-03,present
ST0603,C7A,2026-06-03,absent
ST0604,C7A,2026-06-03,absent
ST0605,C7A,2026-06-03,absent
ST0606,C7A,2026-06-03,present
ST0607,C7A,2026-06-03,absent
ST0608,C7A,2026-06-03,absent
ST0609,C7A,2026-06-03,present
ST0610,C7A,2026-06-03,absent
ST0611,C7A,2026-06-03,present
ST0612,C7A,2026-06-03,absent
ST0613,C7A,2026-06-03,present
ST0614,C7A,2026-06-03,present
ST0615,C7A,2026-06-03,absent
ST0616,C7A,2026-06-03,absent
ST0617,C7A,2026-06-03,present
ST0618,C7A,2026-06-03,absent
ST0619,C7A,2026-06-03,absent
ST0620,C7A,2026-06-03,present
ST0621,C7A,2026-06-03,present
ST0622,C7A,2026-06-03,absent
ST0623,C7A,2026-06-03,present
ST0624,C7A,2026-06-03,present
ST0625,C7A,2026-06-03,present
ST0626,C7A,2026-06-03,absent
ST0627,C7A,2026-06-03,absent
ST0628,C7A,2026-06-03,absent
ST0629,C7A,2026-06-03,absent
ST0630,C7A,2026-06-03,absent
ST0631,C7A,2026-06-03,absent
ST0632,C7A,2026-06-03,present
ST0633,C7A,2026-06-03,present
ST0634,C7A,2026-06-03,absent
ST0635,C7A,2026-06-03,present
ST0636,C7A,2026-06-03,present
ST0637,C7A,2026-06-03,absent
ST0638,C7A,2026-06-03,present
ST0639,C7A,2026-06-03,present
ST0640,C7A,2026-06-03,present
ST0641,C7A,2026-06-03,present
ST0642,C7A,2026-06-03,present
ST0643,C7A,2026-06-03,present
ST0644,C7A,2026-06-03,absent
ST0645,C7A,2026-06-03,present
ST0646,C7A,2026-06-03,absent
ST0647,C7A,2026-06-03,absent
ST0648,C7A,2026-06-03,present
ST0649,C7A,2026-06-03,absent
ST0650,C7A,2026-06-03,present
ST0651,C7B,2026-06-03,absent
ST0652,C7B,2026-06-03,absent
ST0653,C7B,2026-06-03,absent
ST0654,C7B,2026-06-03,present
ST0655,C7B,2026-06-03,absent
ST0656,C7B,2026-06-03,absent
ST0657,C7B,2026-06-03,absent
ST0658,C7B,2026-06-03,present
ST0659,C7B,2026-06-03,absent
ST0660,C7B,2026-06-03,absent
ST0661,C7B,2026-06-03,present
ST0662,C7B,2026-06-03,present
ST0663,C7B,2026-06-03,absent
ST0664,C7B,2026-06-03,present
ST0665,C7B,2026-06-03,present
ST0666,C7B,2026-06-03,absent
ST0667,C7B,2026-06-03,absent
ST0668,C7B,2026-06-03,present
ST0669,C7B,2026-06-03,present
ST0670,C7B,2026-06-03,absent
ST0671,C7B,2026-06-03,absent
ST0672,C7B,2026-06-03,absent
ST0673,C7B,2026-06-03,absent
ST0674,C7B,2026-06-03,absent
ST0675,C7B,2026-06-03,absent
ST0676,C7B,2026-06-03,present
ST0677,C7B,2026-06-03,absent
ST0678,C7B,2026-06-03,absent
ST0679,C7B,2026-06-03,absent
ST0680,C7B,2026-06-03,present
ST0681,C7B,2026-06-03,present
ST0682,C7B,2026-06-03,absent
ST0683,C7B,2026-06-03,absent
ST0684,C7B,2026-06-03,absent
ST0685,C7B,2026-06-03,absent
ST0686,C7B,2026-06-03,present
ST0687,C7B,2026-06-03,absent
ST0688,C7B,2026-06-03,present
ST0689,C7B,2026-06-03,absent
ST0690,C7B,2026-06-03,absent
ST0691,C7B,2026-06-03,present
ST0692,C7B,2026-06-03,absent
ST0693,C7B,2026-06-03,present
ST0694,C7B,2026-06-03,absent
ST0695,C7B,2026-06-03,present
ST0696,C7B,2026-06-03,present
ST0697,C7B,2026-06-03,absent
ST0698,C7B,2026-06-03,present
ST0699,C7B,2026-06-03,present
ST0700,C7B,2026-06-03,present
ST0701,C8A,2026-06-03,absent
ST0702,C8A,2026-06-03,absent
ST0703,C8A,2026-06-03,present
ST0704,C8A,2026-06-03,absent
ST0705,C8A,2026-06-03,present
ST0706,C8A,2026-06-03,absent
ST0707,C8A,2026-06-03,absent
ST0708,C8A,2026-06-03,absent
ST0709,C8A,2026-06-03,absent
ST0710,C8A,2026-06-03,present
ST0711,C8A,2026-06-03,present
ST0712,C8A,2026-06-03,absent
ST0713,C8A,2026-06-03,present
ST0714,C8A,2026-06-03,absent
ST0715,C8A,2026-06-03,present
ST0716,C8A,2026-06-03,absent
ST0717,C8A,2026-06-03,absent
ST0718,C8A,2026-06-03,present
ST0719,C8A,2026-06-03,present
ST0720,C8A,2026-06-03,present
ST0721,C8A,2026-06-03,absent
ST0722,C8A,2026-06-03,absent
ST0723,C8A,2026-06-03,absent
ST0724,C8A,2026-06-03,present
ST0725,C8A,2026-06-03,absent
ST0726,C8A,2026-06-03,present
ST0727,C8A,2026-06-03,present
ST0728,C8A,2026-06-03,absent
ST0729,C8A,2026-06-03,present
ST0730,C8A,2026-06-03,present
ST0731,C8A,2026-06-03,present
ST0732,C8A,2026-06-03,absent
ST0733,C8A,2026-06-03,absent
ST0734,C8A,2026-06-03,present
ST0735,C8A,2026-06-03,present
ST0736,C8A,2026-06-03,present
ST0737,C8A,2026-06-03,absent
ST0738,C8A,2026-06-03,absent
ST0739,C8A,2026-06-03,absent
ST0740,C8A,2026-06-03,absent
ST0741,C8A,2026-06-03,present
ST0742,C8A,2026-06-03,absent
ST0743,C8A,2026-06-03,present
ST0744,C8A,2026-06-03,absent
ST0745,C8A,2026-06-03,present
ST0746,C8A,2026-06-03,absent
ST0747,C8A,2026-06-03,absent
